component_id,excel_row,source,plant_name,original_district,allocated_district,balancing_area,original_capacity_mw,allocation_share,allocated_capacity_mw,allocation_method,source_url,confidence,notes
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Karur,Trichy,52.05,0.026605393638892246,1.3848107389043414,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Madurai,Madurai,52.05,0.01209336074495102,0.6294594267747006,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Namakkal,Erode,52.05,0.003023340186237755,0.15736485669367514,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Perambalur,Trichy,52.05,0.07135082839521102,3.7138106179707333,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Pudukkottai,Trichy,52.05,0.04293143064457612,2.234580965050187,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Sivagangai,Madurai,52.05,0.07135082839521102,3.7138106179707333,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Thanjavur,Trichy,52.05,0.0627887289877857,3.268153343814246,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Theni,Madurai,52.05,0.019954045229169184,1.0386080541782559,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Thoothukudi,Tirunelveli,52.05,0.007256016446970612,0.37767565606482034,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Tiruchirappalli,Trichy,52.05,0.021768049340911838,1.1330269681944611,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Tirunelveli,Tirunelveli,52.05,0.1209336074495102,6.294594267747006,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Tiruvallur,Chennai North,52.05,0.00568387955012698,0.2958459305841093,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Tiruvannamalai,Villupuram,52.05,0.09408634659571893,4.89719434030717,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Viluppuram,Villupuram,52.05,0.07739750876768653,4.028540331358084,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_non_bagasse_based_cogen_tamil_nad__aggregate_01,252.0,Bio Power,Others (districts not specified) [Non-Bagasse based cogen.] Tamil Nadu N.A. 525,Statewide / multiple districts,Virudhunagar,Tirunelveli,52.05,0.018079574313701774,0.9410418430281773,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Chennai,Chennai North,27.57,0.0003023340186237755,0.008335348893457491,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Coimbatore,Coimbatore,27.57,0.014028298464143184,0.3867601886564276,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Cuddalore,Villupuram,27.57,0.10966259523521586,3.0233977506349015,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Dharmapuri,Vellore,27.57,0.01814004111742653,0.5001209336074495,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Dindigul,Madurai,27.57,0.009070020558713265,0.25006046680372473,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Erode,Erode,27.57,0.1173055992260249,3.2341153706615065,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Kancheepuram,Chennai South,27.57,0.07618817269319143,2.100507921151288,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Karur,Trichy,27.57,0.026605393638892246,0.7335107026242592,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Madurai,Madurai,27.57,0.01209336074495102,0.3334139557382996,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Namakkal,Erode,27.57,0.003023340186237755,0.0833534889345749,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Perambalur,Trichy,27.57,0.07135082839521102,1.967142338855968,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Pudukkottai,Trichy,27.57,0.04293143064457612,1.1836195428709637,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Sivagangai,Madurai,27.57,0.07135082839521102,1.967142338855968,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Thanjavur,Trichy,27.57,0.0627887289877857,1.7310852581932519,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Theni,Madurai,27.57,0.019954045229169184,0.5501330269681944,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Thoothukudi,Tirunelveli,27.57,0.007256016446970612,0.20004837344297977,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Tiruchirappalli,Trichy,27.57,0.021768049340911838,0.6001451203289394,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Tirunelveli,Tirunelveli,27.57,0.1209336074495102,3.3341395573829966,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Tiruvallur,Chennai North,27.57,0.00568387955012698,0.15670455919700083,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Tiruvannamalai,Villupuram,27.57,0.09408634659571893,2.593960575643971,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Viluppuram,Villupuram,27.57,0.07739750876768653,2.133849316725118,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
others_districts_not_specified_waste_to_energy_off_grid_tamil_na__aggregate_01,253.0,Bio Power,Others (districts not specified) [Waste to Energy (Off-grid)] Tamil Nadu N.A. 27.57,Statewide / multiple districts,Virudhunagar,Tirunelveli,27.57,0.018079574313701774,0.4984538638287579,Proportional proxy using known Bio Power capacity by district in PlantInfo,https://mnre.gov.in/en/physical-progress/,Low,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location."
ponni_sugars_limited_tamil_nadu_erode_19__unit_01,254.0,Bio Power,Ponni Sugars Limited Tamil Nadu Erode 19,Erode,Erode,Erode,19.0,1.0,19.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
prathyusha_power_pvt_ltd_tamil_nadu_tirunelveli_10__unit_01,255.0,Bio Power,Prathyusha Power Pvt. Ltd. Tamil Nadu Tirunelveli 10,Tirunelveli,Tirunelveli,Tirunelveli,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
rajashree_sugars_chemicals_ltd_tamil_nadu_theni_12__unit_01,256.0,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Theni 12,Theni,Theni,Madurai,12.0,1.0,12.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
rajashree_sugars_chemicals_ltd_tamil_nadu_viluppuram_20__unit_01,257.0,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Viluppuram 20,Viluppuram,Viluppuram,Villupuram,20.0,1.0,20.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
rajashree_sugars_chemicals_ltd_tamil_nadu_viluppuram_22__unit_01,258.0,Bio Power,Rajashree Sugars & Chemicals Ltd. Tamil Nadu Viluppuram 22,Viluppuram,Viluppuram,Villupuram,22.0,1.0,22.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
rajkumar_impex_p_ltd_tamil_nadu_thoothukkudi_6__unit_01,259.0,Bio Power,Rajkumar Impex(P) Ltd. Tamil Nadu Thoothukkudi 6,Thoothukkudi,Thoothukudi,Tirunelveli,6.0,1.0,6.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
renuka_textiles_limited_tamil_nadu_theni_4_5__unit_01,260.0,Bio Power,Renuka Textiles Limited Tamil Nadu Theni 4.5,Theni,Theni,Madurai,4.5,1.0,4.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
s_v_sugar_mills_ltd_tamil_nadu_kancheepuram_45__unit_01,261.0,Bio Power,S.V Sugar Mills Ltd. Tamil Nadu Kancheepuram 45,Kancheepuram,Kancheepuram,Chennai South,45.0,1.0,45.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
saastha_energy_p_ltd_tamil_nadu_n_a_2__unit_01,262.0,Bio Power,Saastha Energy(P) Ltd Tamil Nadu N.A. 2,Vellore,Vellore,Vellore,2.0,1.0,2.0,Direct facility match in CEA plant-wise renewable-energy report,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,High,"CEA lists Saastha Energy at Mambakkam village, Arcot Taluk, Vellore district."
sakti_sugars_ltd_tamil_nadu_erode_24_5__unit_01,263.0,Bio Power,Sakti Sugars Ltd. Tamil Nadu Erode 24.5,Erode,Erode,Erode,24.5,1.0,24.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
sakti_sugars_ltd_tamil_nadu_sivaganga_35__unit_01,264.0,Bio Power,Sakti Sugars Ltd. Tamil Nadu Sivaganga 35,Sivaganga,Sivagangai,Madurai,35.0,1.0,35.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
shakti_sugars_ltd_tamil_nadu_erode_32__unit_01,265.0,Bio Power,Shakti Sugars Ltd. Tamil Nadu Erode 32,Erode,Erode,Erode,32.0,1.0,32.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
shriraam_city_union_finance_ltd_tamil_nadu_thanjavur_7_5__unit_01,266.0,Bio Power,Shriraam City Union Finance Ltd. Tamil Nadu Thanjavur 7.5,Thanjavur,Thanjavur,Trichy,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
shriram_investments_ltd_tamil_nadu_dindigul_7_5__unit_01,267.0,Bio Power,Shriram Investments Ltd. Tamil Nadu Dindigul 7.5,Dindigul,Dindigul,Madurai,7.5,1.0,7.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
sripathi_paper_board_p_ltd_tamil_nadu_virudhunagar_4_95_09_03_20__unit_01,268.0,Bio Power,"Sripathi Paper & Board
(P) Ltd Tamil Nadu Virudhunagar 4.95 09.03.2011",Virudhunagar,Virudhunagar,Tirunelveli,4.95,1.0,4.95,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
subashri_bio_energy_p_ltd_tamil_nadu_namakkal_2_5__unit_01,269.0,Bio Power,"Subashri Bio Energy (P)
Ltd. Tamil Nadu Namakkal 2.5",Namakkal,Namakkal,Erode,2.5,1.0,2.5,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
subramania_siva_co_op_sugar_mills_tamil_nadu_dharmapuri_5__unit_01,270.0,Bio Power,Subramania Siva Co-op Sugar Mills Tamil Nadu Dharmapuri 5,Dharmapuri,Dharmapuri,Vellore,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
synergy_sakthi_renewable_energy_ltd_tamil_nadu_dharmapuri_10__unit_01,271.0,Bio Power,"Synergy Sakthi
Renewable energy Ltd. Tamil Nadu Dharmapuri 10",Dharmapuri,Dharmapuri,Vellore,10.0,1.0,10.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
tcp_ltd_tamil_nadu_sivaganga_9__unit_01,272.0,Bio Power,TCP Ltd. Tamil Nadu Sivaganga 9,Sivaganga,Sivagangai,Madurai,9.0,1.0,9.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
terra_energy_ltd_tamil_nadu_cuddalore_18_68__unit_01,273.0,Bio Power,Terra Energy Ltd. Tamil Nadu Cuddalore 18.68,Cuddalore,Cuddalore,Villupuram,18.68,1.0,18.68,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
terra_energy_ltd_tamil_nadu_thanjavur_28_42__unit_01,274.0,Bio Power,Terra Energy Ltd. Tamil Nadu Thanjavur 28.42,Thanjavur,Thanjavur,Trichy,28.42,1.0,28.42,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
kudankulam_atomic_power_project__unit_01,276.0,Nuclear,Kudankulam Atomic Power Project,Tirunelveli,Tirunelveli,Tirunelveli,1000.0,1.0,1000.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
kudankulam_atomic_power_project__unit_02,277.0,Nuclear,Kudankulam Atomic Power Project,Tirunelveli,Tirunelveli,Tirunelveli,1000.0,1.0,1000.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
madras_atomic_power_station__unit_01,282.0,Nuclear,Madras Atomic Power Station,Kancheepuram,Kancheepuram,Chennai South,220.0,1.0,220.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
madras_atomic_power_station__unit_02,283.0,Nuclear,Madras Atomic Power Station,Kancheepuram,Kancheepuram,Chennai South,220.0,1.0,220.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
aliyar_mini_hydel_project__unit_01,284.0,Small-Hydro,Aliyar Mini Hydel Project,Coimbatore,Coimbatore,Coimbatore,1.25,1.0,1.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
aliyar_mini_hydel_project__unit_02,285.0,Small-Hydro,Aliyar Mini Hydel Project,Coimbatore,Coimbatore,Coimbatore,1.25,1.0,1.25,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
amaravathi_small_hydro_project__unit_01,286.0,Small-Hydro,Amaravathi Small Hydro Project,Coimbatore,Coimbatore,Coimbatore,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
amaravathi_small_hydro_project__unit_02,287.0,Small-Hydro,Amaravathi Small Hydro Project,Coimbatore,Coimbatore,Coimbatore,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
bhavani_barrage_i_small_hydro_electric_project__unit_01,288.0,Small-Hydro,Bhavani Barrage I Small Hydro Electric Project,Coimbatore,Coimbatore,Coimbatore,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
bhavani_barrage_i_small_hydro_electric_project__unit_02,289.0,Small-Hydro,Bhavani Barrage I Small Hydro Electric Project,Coimbatore,Coimbatore,Coimbatore,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
bhavani_barrage_ii_small_hydro_electric_project__unit_01,290.0,Small-Hydro,Bhavani Barrage II Small Hydro Electric Project,Coimbatore,Coimbatore,Coimbatore,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
bhavani_barrage_ii_small_hydro_electric_project__unit_02,291.0,Small-Hydro,Bhavani Barrage II Small Hydro Electric Project,Coimbatore,Coimbatore,Coimbatore,5.0,1.0,5.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
lower_bhavani_micro_hydel_project__unit_04,292.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Erode,Erode,Erode,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
lower_bhavani_micro_hydel_project__unit_03,293.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Erode,Erode,Erode,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
lower_bhavani_micro_hydel_project__unit_02,294.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Erode,Erode,Erode,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
lower_bhavani_micro_hydel_project__unit_01,295.0,Small-Hydro,Lower Bhavani Micro Hydel Project,Erode,Erode,Erode,2.0,1.0,2.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
lower_bhavani_right_bank_canal_project__unit_01,296.0,Small-Hydro,Lower Bhavani Right Bank Canal Project,Erode,Erode,Erode,4.0,1.0,4.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
lower_bhavani_right_bank_canal_project__unit_02,297.0,Small-Hydro,Lower Bhavani Right Bank Canal Project,Erode,Erode,Erode,4.0,1.0,4.0,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
maravakandy_small_hydro_project__unit_01,298.0,Small-Hydro,Maravakandy Small Hydro Project,Nilgiris,The Nilgiris,Coimbatore,0.75,1.0,0.75,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
mukurthy_small_hydro_project__unit_01,299.0,Small-Hydro,Mukurthy Small Hydro Project,Nilgiris,The Nilgiris,Coimbatore,0.35,1.0,0.35,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
mukurthy_small_hydro_project__unit_02,300.0,Small-Hydro,Mukurthy Small Hydro Project,Nilgiris,The Nilgiris,Coimbatore,0.35,1.0,0.35,District carried from original workbook,,Existing,No online correction applied because a single district was already provided.
